GFA_ID,Name,SMILES,Gal-1 Kd operator,Gal-1 Kd value (μM),Gal-3 Kd operator,Gal-3 Kd value (μM),Source,Name in source,Source type,Citation,Mono/Disaccharide,Possible X-bond,Series,Molecular weight,Polar SA,HB acceptors,HB donors,Rotatable bonds
GFA_220,,CO[C@H](O1)[C@H](O)[C@H]([C@@H](O)[C@H]1CO)OCc2cc(nc(n2)N)-c(cc3)ccc3-c4ccccc4,>,600,=,191,Dahlqvist 2019 (2),70l,Thesis,https://portal.research.lu.se/en/publications/novel-monogalactoside-galectin-inhibitor-scaffolds-guiding-select,Monosaccharide,No,Monosaccharide derivatives,453.499,140.18,8,4,7
GFA_221,,CO[C@H](O1)[C@H](O)[C@H]([C@@H](O)[C@H]1CO)OCc2cc(nc(n2)N)-c(ccc3)cc3-c4ccccc4,=,1000,=,280,Dahlqvist 2019 (2),70m,Thesis,https://portal.research.lu.se/en/publications/novel-monogalactoside-galectin-inhibitor-scaffolds-guiding-select,Monosaccharide,No,Monosaccharide derivatives,453.499,140.18,8,4,7
GFA_222,,CO[C@H](O1)[C@H](O)[C@H]([C@@H](O)[C@H]1CO)OCc2cc(nc(n2)N)-c3c(F)cccc3,=,430,=,260,Dahlqvist 2019 (2),70n,Thesis,https://portal.research.lu.se/en/publications/novel-monogalactoside-galectin-inhibitor-scaffolds-guiding-select,Monosaccharide,No,Monosaccharide derivatives,395.391,140.18,8,4,6
GFA_223,,OC[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@@H](O1)O\N=C\c2cccc(c23)cccc3,=,nd,=,370,Dahlqvist 2019 (3),1,Paper,10.3390/molecules24244554,Monosaccharide,No,Monosaccharide derivatives,333.344,111.74,7,4,4
GFA_224,,OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1C/C=C/c2cccc(c23)cccc3,=,nd,=,1600,Dahlqvist 2019 (3),3,Paper,10.3390/molecules24244554,Monosaccharide,No,Monosaccharide derivatives,330.384,90.15,5,4,4
GFA_225,,OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1CNC(=O)c2cccc(c23)cccc3,=,nd,=,39,Dahlqvist 2019 (3),4,Paper,10.3390/molecules24244554,Monosaccharide,No,Monosaccharide derivatives,347.371,119.25,6,5,4
GFA_226,,OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1CNC(=O)c2ccc(F)c(c23)cccc3,=,nd,=,22,Dahlqvist 2019 (3),7,Paper,10.3390/molecules24244554,Monosaccharide,No,Monosaccharide derivatives,365.362,119.25,6,5,4
GFA_227,,OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1CNC(=O)c2cccc(c23)c(F)ccc3,=,nd,=,79,Dahlqvist 2019 (3),8,Paper,10.3390/molecules24244554,Monosaccharide,No,Monosaccharide derivatives,365.362,119.25,6,5,4
GFA_228,,OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1CNC(=O)c2cccc(c23)cc(F)cc3,=,nd,=,43,Dahlqvist 2019 (3),9,Paper,10.3390/molecules24244554,Monosaccharide,No,Monosaccharide derivatives,365.362,119.25,6,5,4
GFA_229,,OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1CNC(=O)c2cccc(c23)c(Br)ccc3,=,nd,=,28,Dahlqvist 2019 (3),10,Paper,10.3390/molecules24244554,Monosaccharide,No,Monosaccharide derivatives,426.272,119.25,6,5,4
GFA_230,,OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1CNC(=O)c2ccc(OC)c(c23)cccc3,=,nd,=,22,Dahlqvist 2019 (3),11,Paper,10.3390/molecules24244554,Monosaccharide,No,Monosaccharide derivatives,377.398,128.48,7,5,5
GFA_231,,c1cccc(c12)c(F)ccc2C(=O)NC[C@H]3[C@H](O)[C@H]([C@@H](O)[C@H](O3)CO)n(nn4)cc4-c5cc(F)c(F)c(F)c5,=,220,=,2,Dahlqvist 2019 (3),19,Paper,10.3390/molecules24244554,Monosaccharide,No,Monosaccharide derivatives,546.483,129.73,7,4,6
GFA_232,,c1cccc(c12)c(F)ccc2C(=O)NC[C@H]3[C@H](O)[C@H]([C@@H](O)[C@H](O3)CO)OCc(c4)c(=O)oc(c45)ccc(F)c5F,=,23,=,0.54,Dahlqvist 2019 (3),14,Paper,10.3390/molecules24244554,Monosaccharide,No,Monosaccharide derivatives,559.501,138.46,8,4,7
GFA_233,,c1ccccc1C(=O)O[C@@H]([C@@H](O)[C@H]2CO)[C@@H](O)[C@@H](O2)S[C@H](O3)[C@H](O)[C@H]([C@@H](O)[C@H]3CO)OC(=O)c4ccccc4,=,6.4,=,1.6,Delaine 2008,11,Paper,10.1021/jm801077j,Disaccharide,No,Thiodisaccharide derivatives,566.586,217.74,13,6,10
GFA_234,,c1ccc(OC)cc1C(=O)O[C@@H]([C@@H](O)[C@H]2CO)[C@@H](O)[C@@H](O2)S[C@H](O3)[C@H](O)[C@H]([C@@H](O)[C@H]3CO)OC(=O)c4cc(OC)ccc4,=,4.4,=,0.69,Delaine 2008,16,Paper,10.1021/jm801077j,Disaccharide,No,Thiodisaccharide derivatives,626.639,236.2,15,6,12
GFA_235,,c1cc(C)ccc1C(=O)O[C@@H]([C@@H](O)[C@H]2CO)[C@@H](O)[C@@H](O2)S[C@H](O3)[C@H](O)[C@H]([C@@H](O)[C@H]3CO)OC(=O)c4ccc(C)cc4,=,10.3,=,3.6,Delaine 2008,17,Paper,10.1021/jm801077j,Disaccharide,No,Thiodisaccharide derivatives,594.64,217.74,13,6,10
GFA_236,,c1cccc(c12)cccc2C(=O)O[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)OC(=O)c5cccc(c56)cccc6,=,16.8,=,3.8,Delaine 2008,18,Paper,10.1021/jm801077j,Disaccharide,No,Thiodisaccharide derivatives,666.707,217.74,13,6,10
GFA_237,,c1cccc(c12)ccc(c2)C(=O)O[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)OC(=O)c(c5)ccc(c56)cccc6,=,14.7,=,10.7,Delaine 2008,19,Paper,10.1021/jm801077j,Disaccharide,No,Thiodisaccharide derivatives,666.707,217.74,13,6,10
GFA_238,,c1cccc(F)c1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c6c(F)cccc6,=,0.31,=,0.19,Delaine 2016,3,Paper,10.1002/cbic.201600285,Disaccharide,No,Thiodisaccharide derivatives,648.648,226.56,13,6,8
GFA_239,,c1cc(F)ccc1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c6ccc(F)cc6,=,0.027,=,0.034,Delaine 2016,5,Paper,10.1002/cbic.201600285,Disaccharide,No,Thiodisaccharide derivatives,648.648,226.56,13,6,8
GFA_240,,c1cc(Cl)ccc1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c6ccc(Cl)cc6,=,0.33,=,0.19,Delaine 2016,6,Paper,10.1002/cbic.201600285,Disaccharide,No,Thiodisaccharide derivatives,681.557,226.56,13,6,8
GFA_241,,c1cccc(c1C(F)(F)F)-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c(c6C(F)(F)F)cccc6,=,1.4,=,0.38,Delaine 2016,7,Paper,10.1002/cbic.201600285,Disaccharide,No,Thiodisaccharide derivatives,748.663,226.56,13,6,10
GFA_242,,FC(F)(F)c1cc(ccc1)-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c(cc6C(F)(F)F)ccc6,=,0.45,=,0.23,Delaine 2016,8,Paper,10.1002/cbic.201600285,Disaccharide,No,Thiodisaccharide derivatives,748.663,226.56,13,6,10
GFA_243,,FC(F)(F)c1ccc(cc1)-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c(cc6)ccc6C(F)(F)F,=,1.2,=,0.25,Delaine 2016,9,Paper,10.1002/cbic.201600285,Disaccharide,No,Thiodisaccharide derivatives,748.663,226.56,13,6,10
GFA_244,,c1ccccc1-c(cc2)ccc2-c3cn(nn3)[C@@H]([C@@H](O)[C@H]4CO)[C@@H](O)[C@@H](O4)S[C@H](O5)[C@H](O)[C@H]([C@@H](O)[C@H]5CO)n(nn6)cc6-c7ccc(cc7)-c8ccccc8,=,110,=,770,Delaine 2016,10,Paper,10.1002/cbic.201600285,Disaccharide,No,Thiodisaccharide derivatives,764.864,226.56,13,6,10
GFA_245,,c1sccc1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c6ccsc6,<,0.01,=,0.065,Delaine 2016,12,Paper,10.1002/cbic.201600285,Disaccharide,No,Thiodisaccharide derivatives,624.718,283.04,13,6,8
GFA_246,,c1cccc(c12)cccc2-c3cn(nn3)[C@@H]([C@@H](O)[C@H]4CO)[C@@H](O)[C@@H](O4)S[C@H](O5)[C@H](O)[C@H]([C@@H](O)[C@H]5CO)n(nn6)cc6-c7cccc(c78)cccc8,nd,nd,=,0.98,Delaine 2016,17,Paper,10.1002/cbic.201600285,Disaccharide,No,Thiodisaccharide derivatives,712.788,226.56,13,6,8
GFA_247,,O=C1C=CC(=O)N1CCCCCC(=O)NCCO[C@H](O2)[C@H](NC(=O)c3cc(OC)ccc3)[C@@H](O)[C@@H]([C@H]2CO)O[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)OCc(c5)ccc(c56)cccc6,=,16,=,0.014,Dion 2017,13,Paper,10.1002/cbic.201600673,Disaccharide,No,LacNAc derivatives,851.913,252.11,15,7,20
GFA_248,,c1ccc(OC)cc1C(=O)N[C@@H]([C@@H](O2)OCCN=[N+]=[N-])[C@@H](O)[C@@H]([C@H]2CO)O[C@H](O3)[C@H](O)[C@H]([C@@H](O)[C@H]3CO)OCc(c4)ccc(c45)cccc5,=,27,=,0.59,Dion 2017,11,Paper,10.1002/cbic.201600673,Disaccharide,No,LacNAc derivatives,684.706,197.99,12,6,14
GFA_249,,c1ccc(OC)cc1C(=O)N[C@@H]([C@@H](O2)N=[N+]=[N-])[C@@H](O)[C@@H]([C@H]2CO)O[C@H](O3)[C@H](O)[C@H]([C@@H](O)[C@H]3CO)OCc4cc(OC)ccc4,=,23,=,0.66,Dion 2017,1,Paper,10.1002/cbic.201600673,Disaccharide,No,LacNAc derivatives,620.619,197.99,12,6,12
GFA_250,MG-257,c1cccc(c12)nc(cc2)COc(cc3)ccc3-c(nn(C)c4)c4-c5ccncc5,>,500,=,0.15,Gabr 2020,MG-257,Paper,10.1021/acsmedchemlett.0c00330,Other,No,Not a sugar,392.464,52.83,4,0,5
GFA_251,,c1cc(C(=O)O)cc(c12)nc(cc2)CO[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)OC,=,110,=,380,Hassan 2021 (1),1,Paper,10.1016/j.ejmech.2021.113664,Monosaccharide,No,Monosaccharide derivatives,379.37,138.57,7,3,6
GFA_252,,CO[C@H](O1)[C@H](O)[C@H]([C@@H](O)[C@H]1CO)OCc(cc2)nc(c23)cccc3,=,700,=,620,Hassan 2021 (1),2,Paper,10.1016/j.ejmech.2021.113664,Monosaccharide,No,Monosaccharide derivatives,335.36,101.27,7,3,5
GFA_253,,COC(=O)c1c(cccc1)-n(nn2)cc2CO[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)Sc(cc4)ccc4C,=,1100,>,2000,Hassan 2021 (1),9a,Paper,10.1016/j.ejmech.2021.113664,Monosaccharide,No,Beta-thiogalactosides,501.563,161.46,9,3,9
GFA_254,,COC(=O)c1cc(ccc1)-n(nn2)cc2CO[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)Sc(cc4)ccc4C,=,1200,=,490,Hassan 2021 (1),9b,Paper,10.1016/j.ejmech.2021.113664,Monosaccharide,No,Beta-thiogalactosides,501.563,161.46,9,3,9
GFA_255,,COC(=O)c1ccc(cc1)-n(nn2)cc2CO[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)Sc(cc4)ccc4C,=,940,>,2000,Hassan 2021 (1),9c,Paper,10.1016/j.ejmech.2021.113664,Monosaccharide,No,Beta-thiogalactosides,501.563,161.46,9,3,9
GFA_256,,COC(=O)c1c(cccc1)-n(nn2)cc2CO[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)OC,=,1400,=,330,Hassan 2021 (1),9d,Paper,10.1016/j.ejmech.2021.113664,Monosaccharide,No,Beta-thiogalactosides,409.399,145.39,10,3,8
GFA_257,,COC(=O)c1cc(ccc1)-n(nn2)cc2CO[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)OC,=,810,=,510,Hassan 2021 (1),9e,Paper,10.1016/j.ejmech.2021.113664,Monosaccharide,No,Beta-thiogalactosides,409.399,145.39,10,3,8
GFA_258,,COC(=O)c1ccc(cc1)-n(nn2)cc2CO[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)OC,>,2000,=,700,Hassan 2021 (1),9f,Paper,10.1016/j.ejmech.2021.113664,Monosaccharide,No,Beta-thiogalactosides,409.399,145.39,10,3,8
GFA_259,,c1cccc(c1C(=O)O)-n(nn2)cc2CO[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)Sc(cc4)ccc4C,=,1200,=,690,Hassan 2021 (1),10a,Paper,10.1016/j.ejmech.2021.113664,Monosaccharide,No,Beta-thiogalactosides,487.536,172.46,7,3,8
GFA_260,,O=C(O)c1cc(ccc1)-n(nn2)cc2CO[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)Sc(cc4)ccc4C,=,760,=,250,Hassan 2021 (1),10b,Paper,10.1016/j.ejmech.2021.113664,Monosaccharide,No,Beta-thiogalactosides,487.536,172.46,7,3,8
GFA_261,,O=C(O)c1ccc(cc1)-n(nn2)cc2CO[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)Sc(cc4)ccc4C,=,1500,=,230,Hassan 2021 (1),10c,Paper,10.1016/j.ejmech.2021.113664,Monosaccharide,No,Beta-thiogalactosides,487.536,172.46,7,3,8
GFA_262,,c1cccc(c1C(=O)O)-n(nn2)cc2CO[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)OC,nd,nd,=,470,Hassan 2021 (1),10d,Paper,10.1016/j.ejmech.2021.113664,Monosaccharide,No,Beta-thiogalactosides,395.372,156.39,8,3,7
GFA_263,,O=C(O)c1cc(ccc1)-n(nn2)cc2CO[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)OC,=,640,=,500,Hassan 2021 (1),10e,Paper,10.1016/j.ejmech.2021.113664,Monosaccharide,No,Beta-thiogalactosides,395.372,156.39,8,3,7
GFA_264,,O=C(O)c1ccc(cc1)-n(nn2)cc2CO[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)OC,=,1300,=,190,Hassan 2021 (1),10f,Paper,10.1016/j.ejmech.2021.113664,Monosaccharide,No,Beta-thiogalactosides,395.372,156.39,8,3,7
GFA_265,,CO[C@H](O1)[C@H](O)[C@H]([C@@H](O)[C@H]1CO)OCc(n2)[nH]c(c23)cccc3,=,860,=,1500,Hassan 2021 (1),12a,Paper,10.1016/j.ejmech.2021.113664,Monosaccharide,No,Monosaccharide derivatives,324.336,117.06,7,4,5
GFA_266,,CO[C@H](O1)[C@H](O)[C@H]([C@@H](O)[C@H]1CO)OCc(n2)n(C)c(c23)cccc3,=,1200,=,1600,Hassan 2021 (1),12b,Paper,10.1016/j.ejmech.2021.113664,Monosaccharide,No,Monosaccharide derivatives,338.364,106.2,7,3,5
GFA_267,,CO[C@H](O1)[C@H](O)[C@H]([C@@H](O)[C@H]1CO)OCc(n2)sc(c23)cccc3,=,870,=,510,Hassan 2021 (1),12c,Paper,10.1016/j.ejmech.2021.113664,Monosaccharide,No,Monosaccharide derivatives,341.386,129.51,7,3,5
GFA_268,,CO[C@H](O1)[C@H](O)[C@H]([C@@H](O)[C@H]1CO)OCc(n2)oc(c23)cccc3,=,1600,=,620,Hassan 2021 (1),12d,Paper,10.1016/j.ejmech.2021.113664,Monosaccharide,No,Monosaccharide derivatives,325.321,114.41,8,3,5
GFA_270,,CCOC(=O)c(c1)ccc(c12)n(C)c(n2)CO[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)OC,=,1600,=,2000,Hassan 2021 (1),15b,Paper,10.1016/j.ejmech.2021.113664,Monosaccharide,No,Monosaccharide derivatives,410.428,132.5,9,3,8
GFA_271,,COC(=O)c(cc1)cc(c12)[nH]c(n2)CO[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)OC,=,1200,=,1600,Hassan 2021 (1),15c,Paper,10.1016/j.ejmech.2021.113664,Monosaccharide,No,Monosaccharide derivatives,382.373,143.36,9,4,7
GFA_272,,O=C(O)c(c1)ccc(c12)nc(n2C)CO[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)OC,=,190,=,1400,Hassan 2021 (1),16a,Paper,10.1016/j.ejmech.2021.113664,Monosaccharide,No,Monosaccharide derivatives,382.373,143.5,7,3,6
GFA_273,,O=C(O)c(c1)ccc(c12)n(C)c(n2)CO[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)OC,>,2000,=,1100,Hassan 2021 (1),16b,Paper,10.1016/j.ejmech.2021.113664,Monosaccharide,No,Monosaccharide derivatives,382.373,143.5,7,3,6
GFA_274,,c1cc(C(=O)O)cc(c12)[nH]c(n2)CO[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)OC,=,310,=,590,Hassan 2021 (1),16c,Paper,10.1016/j.ejmech.2021.113664,Monosaccharide,No,Monosaccharide derivatives,368.346,154.36,7,4,6
GFA_275,,c1cc(F)ccc1Cc(cc2c34)cc4O[C@H](CO)[C@H](O)[C@@H]3OC2,=,420,=,4100,Hassan 2021 (2),2,Paper,10.1021/acsmedchemlett.1c00371,Monosaccharide,No,Monosaccharide derivatives,316.332,58.92,4,2,3
GFA_276,,OC[C@@H]1[C@H](O)[C@H](O)C=CO1,=,1600,=,3300,Hassan 2021 (2),3,Paper,10.1021/acsmedchemlett.1c00371,Monosaccharide,No,Monosaccharide derivatives,146.144,69.92,4,3,1
GFA_277,,COC(=O)c(c1)ccc(c12)nc(n2C)CO[C@H](C=CO3)[C@@H](O)[C@H]3CO,=,2200,=,1300,Hassan 2021 (2),5a,Paper,10.1021/acsmedchemlett.1c00371,Monosaccharide,No,Monosaccharide derivatives,348.359,103.04,7,2,6
GFA_278,,CCOC(=O)c(c1)ccc(c12)n(C)c(n2)CO[C@H](C=CO3)[C@@H](O)[C@H]3CO,=,840,=,680,Hassan 2021 (2),5b,Paper,10.1021/acsmedchemlett.1c00371,Monosaccharide,No,Monosaccharide derivatives,362.386,103.04,7,2,7
GFA_279,,COC(=O)c(cc1)cc(c12)[nH]c(n2)CO[C@H](C=CO3)[C@@H](O)[C@H]3CO,nd,nd,=,1200,Hassan 2021 (2),5c,Paper,10.1021/acsmedchemlett.1c00371,Monosaccharide,No,Monosaccharide derivatives,334.332,113.9,7,3,6
GFA_280,,O=C(O)c(c1)ccc(c12)nc(n2C)CO[C@H](C=CO3)[C@@H](O)[C@H]3CO,=,1300,=,690,Hassan 2021 (2),6a,Paper,10.1021/acsmedchemlett.1c00371,Monosaccharide,No,Monosaccharide derivatives,334.332,114.04,5,2,5
GFA_281,,O=C(O)c(c1)ccc(c12)n(C)c(n2)CO[C@H](C=CO3)[C@@H](O)[C@H]3CO,=,1100,=,770,Hassan 2021 (2),6b,Paper,10.1021/acsmedchemlett.1c00371,Monosaccharide,No,Monosaccharide derivatives,334.332,114.04,5,2,5
GFA_282,,c1cc(C(=O)O)cc(c12)[nH]c(n2)CO[C@H](C=CO3)[C@@H](O)[C@H]3CO,nd,nd,=,550,Hassan 2021 (2),6c,Paper,10.1021/acsmedchemlett.1c00371,Monosaccharide,No,Monosaccharide derivatives,320.305,124.9,5,3,5
GFA_283,,COC(=O)c(cc1)cc(c12)nc(cc2)CO[C@H](C=CO3)[C@@H](O)[C@H]3CO,nd,nd,=,1700,Hassan 2021 (2),8,Paper,10.1021/acsmedchemlett.1c00371,Monosaccharide,No,Monosaccharide derivatives,345.355,98.11,7,2,6
GFA_284,,c1cc(C(=O)O)cc(c12)nc(cc2)CO[C@H](C=CO3)[C@@H](O)[C@H]3CO,=,3600,=,590,Hassan 2021 (2),9,Paper,10.1021/acsmedchemlett.1c00371,Monosaccharide,No,Monosaccharide derivatives,331.328,109.11,5,2,5
GFA_285,,c1ccccc1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c6ccccc6,=,0.049,=,0.044,Hattum 2013,5,Paper,10.1021/jm301677r,Disaccharide,No,Thiodisaccharide derivatives,612.667,226.56,13,6,8
GFA_286,,c1ccc(O)cc1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)S[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c6cc(O)ccc6,=,0.013,=,0.022,Hattum 2013,6,Paper,10.1021/jm301677r,Disaccharide,No,Thiodisaccharide derivatives,644.665,267.02,15,8,8
GFA_287,,c1ccccc1Oc(cc2)ccc2-c3cn(nn3)[C@@H]([C@@H](O)[C@H]4CO)[C@@H](O)[C@@H](O4)S[C@H](O5)[C@H](O)[C@H]([C@@H](O)[C@H]5CO)n(nn6)cc6-c7ccc(cc7)Oc8ccccc8,=,84,=,0.36,Hattum 2013,7,Paper,10.1021/jm301677r,Disaccharide,No,Thiodisaccharide derivatives,796.863,245.02,15,6,12
GFA_288,,[N-]=[N+]=NCCCO[C@H](O1)[C@H](N(C2=O)C(=O)c(c23)cccc3)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)OCc5ccc(cc5)Oc6ccccc6,=,280,=,1.2,Hattum 2013,12,Paper,10.1021/jm301677r,Disaccharide,No,LacNAc derivatives,736.739,206.27,13,5,15
GFA_289,,c1ccccc1C(=O)N[C@@H]([C@@H](O2)OCCCN=[N+]=[N-])[C@@H](O)[C@@H]([C@H]2CO)O[C@H](O3)[C@H](O)[C@H]([C@@H](O)[C@H]3CO)OCc4ccc(cc4)Oc5ccccc5,=,180,=,8.1,Hattum 2013,13,Paper,10.1021/jm301677r,Disaccharide,No,LacNAc derivatives,710.745,197.99,12,6,16
GFA_290,,[N-]=[N+]=NCCCO[C@H](O1)[C@H](N(C2=O)C(=O)c(c23)cccc3)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O4)[C@H](O)[C@H]([C@@H](O)[C@H]4CO)n(nn5)cc5-c6ccc(cc6)Oc7ccccc7,=,28,=,2.2,Hattum 2013,18,Paper,10.1021/jm301677r,Disaccharide,No,LacNAc derivatives,773.763,227.75,14,5,14
GFA_291,,c1ccccc1C(=O)N[C@@H]([C@@H](O2)OCCCN=[N+]=[N-])[C@@H](O)[C@@H]([C@H]2CO)O[C@H](O3)[C@H](O)[C@H]([C@@H](O)[C@H]3CO)n(nn4)cc4-c5ccc(cc5)Oc6ccccc6,=,6.7,=,2.8,Hattum 2013,19,Paper,10.1021/jm301677r,Disaccharide,No,LacNAc derivatives,747.768,219.47,13,6,15
GFA_292,,Cc1ccc(cc1)S[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)n(nn3)cc3-c4c(F)c(F)c(O)c(F)c4F,nd,nd,=,23,Kumar 2019,2,Paper,10.1039/C8OB02888E,Monosaccharide,No,Monosaccharide derivatives,501.46,146.16,7,4,5
GFA_293,,Cc1ccc(cc1)S[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)n(nn3)cc3-c4c(F)c(F)c(F)c(F)c4F,nd,nd,=,3.4,Kumar 2019,3,Paper,10.1039/C8OB02888E,Monosaccharide,No,Monosaccharide derivatives,503.451,125.93,6,3,5
GFA_294,,Cc1ccc(cc1)S[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)n(nn3)cc3-c4c(F)c(F)c(c(F)c4F)N=[N+]=[N-],nd,nd,=,8.5,Kumar 2019,4,Paper,10.1039/C8OB02888E,Monosaccharide,No,Monosaccharide derivatives,526.473,138.29,6,3,6
GFA_295,,Cc1ccc(cc1)S[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)n(nn3)cc3-c4c(F)c(F)c(N)c(F)c4F,nd,nd,=,11,Kumar 2019,5,Paper,10.1039/C8OB02888E,Monosaccharide,No,Monosaccharide derivatives,500.476,151.95,6,4,5
GFA_296,,Cc1ccc(cc1)S[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)n(nn3)cc3-c4c(F)c(F)c(c(F)c4F)OC,nd,nd,=,18,Kumar 2019,6,Paper,10.1039/C8OB02888E,Monosaccharide,No,Monosaccharide derivatives,515.487,135.16,7,3,6
GFA_297,,CCOc(c(F)c1F)c(F)c(F)c1-c2cn(nn2)[C@@H]([C@@H](O)[C@H]3CO)[C@@H](O)[C@@H](O3)Sc(cc4)ccc4C,nd,nd,=,88,Kumar 2019,7,Paper,10.1039/C8OB02888E,Monosaccharide,No,Monosaccharide derivatives,529.514,135.16,7,3,7
GFA_298,,Cc1ccc(cc1)S[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)n(nn3)cc3-c4c(F)c(F)c(c(F)c4F)NC,nd,nd,=,18,Kumar 2019,8,Paper,10.1039/C8OB02888E,Monosaccharide,No,Monosaccharide derivatives,514.503,137.96,6,4,6
GFA_299,,Cc1ccc(cc1)S[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)n(nn3)cc3-c4c(F)c(F)c(c(F)c4F)N(C)C,nd,nd,=,40,Kumar 2019,9,Paper,10.1039/C8OB02888E,Monosaccharide,No,Monosaccharide derivatives,528.53,129.17,6,3,6
GFA_300,,Cc1ccc(cc1)S[C@H](O2)[C@H](O)[C@H]([C@@H](O)[C@H]2CO)n(nn3)cc3-c4c(F)c(F)c(c(F)c4F)N5CCCC5,nd,nd,>,300,Kumar 2019,10,Paper,10.1039/C8OB02888E,Monosaccharide,No,Monosaccharide derivatives,554.568,129.17,6,3,6
